UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
102049,"R",317435540,"R",341437932,"R",0,"R",721884021,"R",432635269,"R",270272548,"R",33216539,"R",256032213,"R",160803012,"R",95229201,"R",289248752,"R",84834991,"R",420474839,"R",85504169,"R",21276430,"R",0,"R",612090429,"R",270652497,"R",181572091,"R",175630504,"R",-34746191,"R",-28804604,"R",318053356,"R",0,"R",289248752,"R",1938886,"R",400080,"R",865792,"R",0,"R",5348000,"R",51447000,"R",59999758,"R",56795000,"R",0,"R",56795000,"R",114874933,"R",114874933,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",736984,"R",31235,"R",705749,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13735667,"R",6493148,"R",4259995,"R",2982524,"R",12662661,"R",6269039,"R",3411098,"R",2982524,"R",1073006,"R",224109,"R",848897,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15435225,"R",6272919,"R",8852552,"R",309754,"R",0,"R",0,"R",27417216,"R",27417216,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9372066,"R",8797642,"R",574424,"R",0,"R",181572091,"R",163887093,"R",14392720,"R",3292278,"R",0,"R",11088387,"R",-11088387,"R",0,"R",181572091,"R",174975480,"R",3304333,"R",3292278,"R",90579611,"R",50672872,"R",0,"R",0,"R",3683089,"R",691179,"R",13573585,"R",5212242,"R",28138950,"R",9697097,"R",19112198,"R",11125054,"R",20543071,"R",1706681,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",175630504,"R",79105125,"R",23338858,"R",11187525,"R",15366743,"R",7966874,"R",38665379, 1,"R",345325875,"R",347137118
102058,"R",0,"R",991856,"R",0,"R",1106179,"R",334534,"R",20600,"R",715997,"R",55648,"R",55648,"R",0,"R",771645,"R",224537,"R",5174814,"R",20718,"R",0,"R",0,"R",5420069,"R",4428213,"R",4781223,"R",4077700,"R",-918295,"R",-214772,"R",986417,"R",0,"R",771645,"R",1170110,"R",0,"R",0,"R",0,"R",0,"R",442622,"R",1612732,"R",1170110,"R",0,"R",1170110,"R",3409538,"R",3409538,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1170110,"R",1170110,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",201575,"R",201575,"R",0,"R",0,"R",4781223,"R",4781223,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",4781223,"R",4781223,"R",0,"R",0,"R",1551751,"R",1123130,"R",0,"R",0,"R",0,"R",0,"R",48305,"R",40100,"R",133232,"R",103067,"R",459394,"R",200279,"R",0,"R",0,"R",86408,"R",0,"R",0,"R",0,"R",0,"R",1798610,"R",0,"R",4077700,"R",1466576,"R",212426,"R",180356,"R",55703,"R",14368,"R",2148271, 1,"R",249611,"R",55648
102234,"R",50356824,"R",89244495,"R",0,"R",155312533,"R",72439581,"R",61798950,"R",49093205,"R",33779747,"R",33779747,"R",0,"R",82872952,"R",2474376,"R",135039189,"R",25046028,"R",38180,"R",0,"R",162597773,"R",73353278,"R",39353575,"R",39912942,"R",0,"R",-559367,"R",83432319,"R",0,"R",82872952,"R",2248964,"R",264945,"R",0,"R",0,"R",1062567,"R",32218124,"R",35794600,"R",32218124,"R",0,"R",32218124,"R",17852090,"R",17852090,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57150,"R",47392,"R",9758,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4129342,"R",3282799,"R",846543,"R",0,"R",4129342,"R",3282799,"R",846543,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2784262,"R",2784262,"R",0,"R",0,"R",0,"R",0,"R",12732627,"R",12732627,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1798104,"R",1511235,"R",284982,"R",1887,"R",39353575,"R",38210405,"R",1141283,"R",1887,"R",0,"R",1134453,"R",-1134453,"R",0,"R",39353575,"R",39344858,"R",6830,"R",1887,"R",10870415,"R",6988235,"R",0,"R",0,"R",0,"R",0,"R",3019576,"R",1268853,"R",6966655,"R",2207141,"R",8800597,"R",3020761,"R",9193132,"R",726241,"R",1062567,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39912942,"R",14211231,"R",2275915,"R",4458223,"R",3462525,"R",3548841,"R",11956207, 1,"R",19756926,"R",18160532
102270,"R",19060678,"R",37482996,"R",0,"R",64862700,"R",43928867,"R",0,"R",3085906,"R",17847927,"R",17847927,"R",0,"R",20933833,"R",805069,"R",50288653,"R",27789213,"R",0,"R",0,"R",78882935,"R",41399939,"R",18544295,"R",18471215,"R",0,"R",73080,"R",20860753,"R",0,"R",20933833,"R",3457284,"R",284601,"R",0,"R",0,"R",0,"R",866708,"R",4608593,"R",866708,"R",0,"R",866708,"R",8708296,"R",8708296,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3975940,"R",0,"R",3975940,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",651787,"R",651787,"R",0,"R",0,"R",651787,"R",651787,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",529775,"R",529775,"R",0,"R",0,"R",0,"R",0,"R",3852852,"R",3852852,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",825645,"R",825645,"R",0,"R",0,"R",18544295,"R",14568355,"R",3975940,"R",0,"R",0,"R",3975940,"R",-3975940,"R",0,"R",18544295,"R",18544295,"R",0,"R",0,"R",2344131,"R",1820889,"R",0,"R",0,"R",0,"R",0,"R",1085153,"R",591818,"R",3090494,"R",1114603,"R",9061270,"R",2333960,"R",2890167,"R",310996,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18471215,"R",6172266,"R",444194,"R",756563,"R",1159516,"R",1481634,"R",8457042, 1,"R",18471456,"R",19060678
102298,"R",17081860,"R",71179911,"R",176000,"R",97022463,"R",35943646,"R",33472930,"R",58516849,"R",2561968,"R",2561968,"R",0,"R",61078817,"R",144788,"R",19250360,"R",63114670,"R",11879267,"R",0,"R",94389085,"R",23209174,"R",23350776,"R",20496405,"R",0,"R",2854371,"R",58224446,"R",0,"R",61078817,"R",5706299,"R",547710,"R",1196287,"R",0,"R",0,"R",6045936,"R",13496232,"R",6045936,"R",0,"R",6045936,"R",9925099,"R",9925099,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1196287,"R",1196287,"R",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3638760,"R",3638760,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2444490,"R",907698,"R",1536792,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2444490,"R",907698,"R",1536792,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",95083,"R",95083,"R",0,"R",0,"R",0,"R",0,"R",5590711,"R",5590711,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",460346,"R",460346,"R",0,"R",0,"R",23350776,"R",21813984,"R",1536792,"R",0,"R",0,"R",1536792,"R",-1536792,"R",0,"R",23350776,"R",23350776,"R",0,"R",0,"R",4567917,"R",3045556,"R",0,"R",0,"R",497285,"R",204059,"R",869296,"R",639281,"R",5362241,"R",2114230,"R",6111206,"R",1432544,"R",3088460,"R",218801,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",20496405,"R",7654471,"R",786360,"R",3184634,"R",799955,"R",140870,"R",7930115, 1,"R",2561968,"R",2592980
102377,"R",159872068,"R",216268601,"R",0,"R",412742736,"R",147991511,"R",121946854,"R",120770636,"R",143980589,"R",88734162,"R",55246427,"R",264751225,"R",16413311,"R",364604175,"R",96805639,"R",1251230,"R",0,"R",479074355,"R",262805754,"R",136496600,"R",125012842,"R",0,"R",11483758,"R",253267467,"R",0,"R",264751225,"R",7265813,"R",2095733,"R",286757,"R",0,"R",3454661,"R",16043750,"R",29146714,"R",19704455,"R",0,"R",19704455,"R",48664870,"R",48664870,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",11132608,"R",11132608,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",34015818,"R",34015818,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",8217770,"R",2525228,"R",3857889,"R",1834653,"R",0,"R",0,"R",0,"R",0,"R",8217770,"R",2525228,"R",3857889,"R",1834653,"Z",0,"Z",0,"Z",0,"Z",0,"R",8372474,"R",1947578,"R",6424896,"Z",0,"R",0,"R",0,"R",16455382,"R",16455382,"R",0,"R",0,"R",783385,"R",783385,"R",0,"R",0,"R",8854293,"R",3240478,"R",5613815,"R",0,"R",136496600,"R",118765347,"R",15896600,"R",1834653,"R",0,"R",8491078,"R",-8491078,"R",0,"R",136496600,"R",127256425,"R",7405522,"R",1834653,"R",39257313,"R",20787996,"R",25245462,"R",8663536,"R",9312466,"R",3553069,"R",5541344,"R",2610548,"R",9783026,"R",3261622,"R",20161704,"R",5744812,"R",7427256,"R",218233,"R",0,"R",0,"R",0,"R",2682295,"R",655292,"R",5601976,"R",0,"R",125012842,"R",45495108,"R",9386497,"R",15107913,"R",9697417,"R",4475190,"R",40850717, 1,"R",126937266,"R",129234701
102395,"R",17053530,"R",5982231,"R",1011958,"R",24047719,"R",340586,"R",10458,"R",23377404,"R",329729,"Z",0,"R",329729,"R",23707133,"R",875000,"R",3863335,"R",7616269,"Z",0,"Z",0,"R",12354604,"R",6372373,"R",4397904,"R",4648682,"R",21143,"R",-229635,"R",23936768,"R",0,"R",23707133,"R",192092,"R",27000,"R",0,"R",0,"R",0,"R",117557,"R",336649,"R",144557,"R",0,"R",144557,"R",2893705,"R",2893705,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",219092,"R",219092,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82728,"R",82728,"R",0,"R",0,"R",82728,"R",82728,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",731717,"R",731717,"R",0,"R",0,"R",0,"R",0,"R",14285,"R",14285,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",456377,"R",456377,"R",0,"R",0,"R",4397904,"R",4397904,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4397904,"R",4397904,"R",0,"R",0,"R",1329717,"R",538798,"R",149694,"R",122487,"R",57424,"R",32598,"R",131706,"R",51062,"R",825936,"R",373751,"R",2148218,"R",1069287,"R",5987,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",4648682,"R",2187983,"R",513082,"R",211713,"R",151499,"R",1207,"R",1583198, 1,"R",1000000,"R",1000000
102580,"R",0,"R",2351641,"R",0,"R",2585752,"R",372812,"R",299404,"R",2161738,"R",51202,"R",46833,"R",4369,"R",2212940,"R",354499,"R",3732553,"R",770748,"R",0,"R",0,"R",4857800,"R",2506159,"R",1008581,"R",968343,"R",0,"R",40238,"R",2172702,"R",0,"R",2212940,"R",98240,"R",33537,"R",38148,"R",0,"R",0,"R",0,"R",169925,"R",34603,"R",0,"R",34603,"R",325915,"R",325915,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",407977,"R",174061,"R",233916,"R",0,"R",407977,"R",174061,"R",233916,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",713,"R",713,"R",0,"R",0,"R",0,"R",0,"R",271861,"R",271861,"R",0,"R",0,"R",2115,"R",2115,"R",0,"R",0,"R",0,"R",229547,"R",-229547,"R",0,"R",1008581,"R",1004212,"R",4369,"R",0,"R",0,"R",-229547,"R",229547,"R",0,"R",1008581,"R",774665,"R",233916,"R",0,"R",325392,"R",145000,"R",0,"R",0,"R",0,"R",0,"R",42883,"R",18000,"R",16927,"R",16000,"R",284991,"R",80801,"R",67741,"R",52000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",230409,"R",0,"R",968343,"R",311801,"R",0,"R",230409,"R",131317,"R",52888,"R",241928, 1,"R",46833,"R",46833
102669,"R",74723616,"R",50927354,"R",0,"R",134770382,"R",8785927,"R",284581,"R",101937480,"R",24046975,"R",15458523,"R",8588452,"R",125984455,"R",23217125,"R",28564828,"R",3257125,"R",182656,"R",0,"R",55221734,"R",4294380,"R",12338673,"R",17394097,"R",2991690,"R",-2063734,"R",128048189,"R",0,"R",125984455,"R",558901,"R",37500,"R",98000,"R",0,"R",289905,"R",1987134,"R",2971440,"R",2277039,"R",0,"R",2277039,"R",4512549,"R",4512549,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",544163,"R",544163,"Z",0,"Z",0,"R",5181,"R",5181,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1978483,"R",186700,"R",1788689,"R",3094,"R",1946039,"R",154256,"R",1788689,"R",3094,"R",32444,"R",32444,"R",0,"R",0,"R",711658,"R",519728,"R",191930,"R",0,"R",2522351,"R",2860865,"R",-346589,"R",8075,"R",0,"R",0,"R",1173875,"R",1173875,"Z",0,"Z",0,"R",108811,"Z",0,"R",108811,"Z",0,"R",781602,"R",779202,"R",2400,"R",0,"R",12338673,"R",10582263,"R",1745241,"R",11169,"R",0,"R",2233431,"R",-2233431,"Z",0,"R",12338673,"R",12815694,"R",-488190,"R",11169,"R",5089743,"R",2794367,"R",1816599,"R",976334,"R",246167,"R",109078,"R",481016,"R",207627,"R",3658560,"R",1496468,"R",3616905,"R",1778825,"R",2062282,"R",398828,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",422825,"R",0,"R",17394097,"R",7761527,"R",2575595,"R",1706971,"R",1009189,"R",422825,"R",3917990, 1,"R",99505839,"R",74723616
103945,"R",0,"R",0,"R",0,"R",867693,"R",912646,"R",0,"R",-44953,"R",0,"R",0,"R",0,"R",-44953,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1296353,"R",2332670,"R",16864,"R",-1019453,"R",-44953,"R",1019453,"R",-44953,"R",296686,"R",8970,"R",0,"R",0,"R",33093,"R",0,"R",338749,"R",33093,"R",0,"R",33093,"R",1296353,"R",1296353,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",1296353,"R",1296353,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1296353,"R",1296353,"R",0,"R",0,"R",476909,"R",331095,"R",0,"R",0,"R",0,"R",0,"R",618587,"R",65725,"R",618587,"R",65725,"R",618587,"R",65725,"R",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",2332670,"R",528270,"R",0,"R",0,"R",0,"R",0,"R",1804400, 2,"A",,"A",
104188,"R",377246,"R",446209,"R",0,"R",2772415,"R",382510,"R",0,"R",2389905,"R",0,"R",0,"R",0,"R",2389905,"R",0,"R",1205930,"R",1077780,"Z",0,"R",33030,"R",2316740,"R",1870531,"R",3932392,"R",3800728,"R",-14563,"R",117101,"R",2376707,"R",-103903,"R",2389905,"R",617632,"R",19910,"R",0,"R",0,"R",0,"R",170508,"R",808050,"R",170508,"R",0,"R",170508,"R",3871209,"R",3871209,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",61183,"R",61183,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",3932392,"R",3932392,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3932392,"R",3932392,"R",0,"R",0,"R",747665,"R",230808,"R",0,"R",0,"R",0,"R",0,"R",839944,"R",542000,"R",590388,"R",119968,"R",1213202,"R",90880,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",409529,"R",0,"R",3800728,"R",983656,"R",0,"R",839944,"R",74264,"R",14563,"R",1888301, 2,"A",,"A",
104586,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3122795,"R",385348,"R",176513,"R",0,"R",400000,"R",34522000,"R",38606656,"R",34522000,"R",0,"R",34522000,"R",73395000,"R",73395000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",936000,"R",936000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2268000,"R",355000,"R",430000,"R",1483000,"R",2174000,"R",261000,"R",430000,"R",1483000,"R",94000,"R",94000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2236000,"R",1581000,"R",655000,"R",0,"R",53000,"R",53000,"R",9278000,"R",9278000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1292000,"R",1292000,"R",0,"R",0,"R",89458000,"R",86890000,"R",1085000,"R",1483000,"R",0,"R",509000,"R",-509000,"R",0,"R",89458000,"R",87399000,"R",576000,"R",1483000,"R",37340000,"R",20658000,"R",1473000,"R",459000,"R",0,"R",0,"R",3755000,"R",1523000,"R",13038000,"R",5290000,"R",15371000,"R",7145000,"R",6812000,"R",1112000,"R",400000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",78189000,"R",36187000,"R",10818000,"R",4644000,"R",8663000,"R",1977000,"R",15900000, 1,"R",40585714,"R",48760000
104665,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"R",159550,"R",34178,"R",193728,"R",34178,"Z",0,"R",34178,"R",485427,"R",485427,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",595525,"R",323808,"R",46717,"R",225000,"R",380544,"R",323808,"R",31736,"R",25000,"R",214981,"R",0,"R",14981,"R",200000,"Z",0,"Z",0,"Z",0,"Z",0,"R",27280,"R",22201,"R",0,"R",5079,"Z",0,"Z",0,"R",29692,"R",29692,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",979666,"R",971429,"R",0,"R",8237,"R",2117590,"R",1832557,"R",46717,"R",238316,"R",0,"R",0,"Z",0,"Z",0,"R",2117590,"R",1832557,"R",46717,"R",238316,"R",754541,"R",346195,"R",0,"R",0,"R",81296,"R",20794,"R",51033,"R",0,"R",451775,"R",125416,"R",701497,"R",371752,"R",256891,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",2297033,"R",864157,"R",119193,"R",0,"R",6426,"R",0,"R",1307257, 1,"R",493541,"R",781466
105589,"R",2200891,"R",17118796,"R",0,"R",26326899,"R",11850311,"R",8695603,"R",11279584,"R",3197004,"R",1712227,"R",1484777,"R",14476588,"R",2104080,"R",19396015,"R",3400570,"R",30741,"R",363755,"R",25295161,"R",8176365,"R",15299447,"R",14897402,"R",0,"R",402045,"R",14074544,"R",-1,"R",14476588,"R",968595,"R",73925,"R",0,"R",0,"R",59900,"R",4639620,"R",5742040,"R",4699520,"R",0,"R",4699520,"R",10633577,"R",10633577,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",314609,"R",296257,"R",9282,"R",9070,"R",314609,"R",296257,"R",9282,"R",9070,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",223046,"R",62486,"R",160560,"R",0,"R",0,"R",0,"R",944256,"R",944256,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",3183959,"R",3183959,"R",0,"R",0,"R",15299447,"R",15120535,"R",169842,"R",9070,"R",0,"R",-2023092,"R",2023092,"R",0,"R",15299447,"R",13097443,"R",2192934,"R",9070,"R",4700672,"R",2898775,"R",0,"R",0,"R",2022035,"R",1311688,"R",1761612,"R",900678,"R",2513011,"R",1493743,"R",3027032,"R",1339531,"R",873040,"R",220323,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14897402,"R",8164738,"R",1185172,"R",1017975,"R",712606,"R",313592,"R",3503319, 1,"R",1533315,"R",2200891
105899,"R",999388,"R",35256857,"R",0,"R",48749850,"R",20028352,"R",0,"R",20252107,"R",8469391,"R",1054850,"R",7414541,"R",28721498,"R",10825000,"R",21123746,"R",5345079,"R",55900,"R",106322,"R",37456047,"R",2199190,"R",36569637,"R",20117377,"R",0,"R",16452260,"R",12269238,"R",0,"R",28721498,"R",1385181,"R",42863,"R",0,"R",0,"R",0,"R",8680797,"R",10108841,"R",8680797,"R",0,"R",8680797,"R",8021783,"R",8021783,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35175,"R",35175,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7035866,"R",4180535,"R",2855331,"R",0,"R",7035866,"R",4180535,"R",2855331,"R",0,"R",0,"R",0,"R",0,"R",0,"R",627615,"R",133615,"R",494000,"Z",0,"R",17629858,"R",17655922,"R",-26064,"R",0,"R",0,"R",0,"R",2968822,"R",2968822,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",250518,"R",250518,"R",0,"R",0,"R",36569637,"R",33246370,"R",3323267,"R",0,"R",0,"R",1378815,"R",-1378815,"R",0,"R",36569637,"R",34625185,"R",1944452,"R",0,"R",4781166,"R",2038643,"R",0,"R",0,"R",0,"R",0,"R",818110,"R",579554,"R",4826772,"R",2566292,"R",8880879,"R",1586795,"R",810450,"R",66766,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20117377,"R",6838050,"R",664104,"R",1959244,"R",684974,"R",805901,"R",9165104, 1,"R",1030924,"R",999388
